node_id,title,difficulty,topics,degree,acceptance
1271,Remove Interval,Medium,"Math, Line Sweep",4,0.583
1272,Delete Tree Nodes,Medium,"Dynamic Programming, Depth-first Search",6,0.62
1273,Number of Ships in a Rectangle,Hard,Divide and Conquer,1,0.659
1274,Find Winner on a Tic Tac Toe Game,Easy,Array,4,0.528
1275,Number of Burgers with No Waste of Ingredients,Medium,"Math, Greedy",8,0.502
1276,Count Square Submatrices with All Ones,Medium,"Array, Dynamic Programming",4,0.728
1277,Palindrome Partitioning III,Hard,Dynamic Programming,5,0.611
1278,Traffic Light Controlled Intersection,Easy,,1,0.762
1279,Students and Examinations,Easy,,1,0.753
1280,Subtract the Product and Sum of Digits of an Integer,Easy,Math,2,0.856
1281,Group the People Given the Group Size They Belong To,Medium,Greedy,2,0.8440000000000001
1282,Find the Smallest Divisor Given a Threshold,Medium,Binary Search,4,0.499
1283,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,Breadth-first Search,2,0.701
1284,Find the Start and End Number of Continuous Ranges,Medium,,1,0.878
1285,Iterator for Combination,Medium,"Backtracking, Design",6,0.7090000000000001
1286,Element Appearing More Than 25% In Sorted Array,Easy,Array,2,0.602
1287,Remove Covered Intervals,Medium,"Greedy, Sort, Line Sweep",6,0.574
1288,Minimum Falling Path Sum II,Hard,Dynamic Programming,3,0.626
1289,Convert Binary Number in a Linked List to Integer,Easy,"Linked List, Bit Manipulation",6,0.8170000000000001
1290,Sequential Digits,Medium,Backtracking,2,0.574
1291,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,"Array, Binary Search",4,0.509
1292,Shortest Path in a Grid with Obstacles Elimination,Hard,Breadth-first Search,3,0.431
1293,Weather Type in Each Country,Easy,,1,0.665
1294,Find Numbers with Even Number of Digits,Easy,Array,2,0.7879999999999999
1295,Divide Array in Sets of K Consecutive Numbers,Medium,"Array, Greedy",7,0.557
1296,Maximum Number of Occurrences of a Substring,Medium,"String, Bit Manipulation",4,0.506
1297,Maximum Candies You Can Get from Boxes,Hard,Breadth-first Search,2,0.598
1298,Replace Elements with Greatest Element on Right Side,Easy,Array,4,0.746
1299,Sum of Mutated Array Closest to Target,Medium,"Array, Binary Search",4,0.431
1300,Number of Paths with Max Score,Hard,Dynamic Programming,4,0.382
1301,Deepest Leaves Sum,Medium,"Tree, Depth-first Search",5,0.8420000000000001
1302,Find the Team Size,Easy,,1,0.898
1303,Find N Unique Integers Sum up to Zero,Easy,Array,4,0.767
1304,All Elements in Two Binary Search Trees,Medium,"Sort, Tree",4,0.778
1305,Jump Game III,Medium,"Depth-first Search, Breadth-first Search, Recursion",9,0.622
1306,Verbal Arithmetic Puzzle,Hard,"Math, Backtracking",4,0.366
1307,Running Total for Different Genders,Medium,,1,0.88
1308,Decrypt String from Alphabet to Integer Mapping,Easy,String,2,0.778
1309,XOR Queries of a Subarray,Medium,Bit Manipulation,2,0.695
1310,Get Watched Videos by Your Friends,Medium,"Hash Table, String, Breadth-first Search",8,0.44299999999999995
1311,Minimum Insertion Steps to Make a String Palindrome,Hard,Dynamic Programming,2,0.6
1312,Decompress Run-Length Encoded List,Easy,Array,3,0.8540000000000001
1313,Matrix Block Sum,Medium,Dynamic Programming,4,0.737
1314,Sum of Nodes with Even-Valued Grandparent,Medium,"Tree, Depth-first Search",2,0.8420000000000001
1315,Distinct Echo Substrings,Hard,"String, Rolling Hash",6,0.49700000000000005
1316,Convert Integer to the Sum of Two No-Zero Integers,Easy,Math,2,0.569
1317,Minimum Flips to Make a OR b Equal to c,Medium,Bit Manipulation,2,0.639
1318,Number of Operations to Make Network Connected,Medium,"Depth-first Search, Breadth-first Search, Union Find",7,0.555
1319,Minimum Distance to Type a Word Using Two Fingers,Hard,Dynamic Programming,2,0.617
1320,Restaurant Growth,Medium,,1,0.7170000000000001
1321,Ads Performance,Easy,,1,0.583
1322,Maximum 69 Number,Easy,Math,4,0.779
1323,Print Words Vertically,Medium,String,2,0.589
1324,Delete Leaves With a Given Value,Medium,Tree,2,0.738
1325,Minimum Number of Taps to Open to Water a Garden,Hard,"Dynamic Programming, Greedy",8,0.475
1326,List the Products Ordered in a Period,Easy,,1,0.777
1327,Break a Palindrome,Medium,String,4,0.47600000000000003
1328,Sort the Matrix Diagonally,Medium,"Array, Sort",4,0.8170000000000001
1329,Reverse Subarray To Maximize Array Value,Hard,"Array, Math",4,0.368
1330,Rank Transform of an Array,Easy,Array,3,0.573
1331,Remove Palindromic Subsequences,Easy,String,2,0.6829999999999999
1332,"Filter Restaurants by Vegan-Friendly, Price and Distance",Medium,"Array, Sort",8,0.574
1333,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,Graph,2,0.47200000000000003
1334,Minimum Difficulty of a Job Schedule,Hard,Dynamic Programming,2,0.5660000000000001
1335,Number of Transactions per Visit,Hard,,1,0.49200000000000005
1336,The K Weakest Rows in a Matrix,Easy,"Array, Binary Search",4,0.72
1337,Reduce Array Size to The Half,Medium,"Array, Greedy",6,0.677
1338,Maximum Product of Splitted Binary Tree,Medium,"Dynamic Programming, Tree, Depth-first Search",6,0.385
1339,Jump Game V,Hard,Dynamic Programming,2,0.593
1340,Movie Rating,Medium,,1,0.59
1341,Number of Steps to Reduce a Number to Zero,Easy,Bit Manipulation,2,0.857
1342,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Medium,Array,2,0.649
1343,Angle Between Hands of a Clock,Medium,Math,2,0.613
1344,Jump Game IV,Hard,Breadth-first Search,4,0.419
1345,Check If N and Its Double Exist,Easy,Array,2,0.36
1346,Minimum Number of Steps to Make Two Strings Anagram,Medium,String,3,0.7509999999999999
1347,Tweet Counts Per Frequency,Medium,Design,4,0.37
1348,Maximum Students Taking Exam,Hard,Dynamic Programming,2,0.442
1349,Students With Invalid Departments,Easy,,1,0.904
1350,Count Negative Numbers in a Sorted Matrix,Easy,"Array, Binary Search",4,0.758
1351,Product of the Last K Numbers,Medium,"Array, Design",6,0.45
1352,Maximum Number of Events That Can Be Attended,Medium,"Greedy, Sort, Segment Tree",8,0.306
1353,Construct Target Array With Multiple Sums,Hard,Greedy,4,0.313
1354,Activity Participants,Medium,,1,0.746
1355,Sort Integers by The Number of 1 Bits,Easy,"Sort, Bit Manipulation",6,0.7040000000000001
1356,Apply Discount Every n Orders,Medium,Design,4,0.669
1357,Number of Substrings Containing All Three Characters,Medium,String,2,0.605
1358,Count All Valid Pickup and Delivery Options,Hard,"Math, Dynamic Programming",4,0.563
1359,Number of Days Between Two Dates,Easy,,1,0.466
1360,Validate Binary Tree Nodes,Medium,Graph,2,0.433
1361,Closest Divisors,Medium,Math,2,0.578
1362,Largest Multiple of Three,Hard,"Math, Dynamic Programming",8,0.341
1363,Number of Trusted Contacts of a Customer,Medium,,1,0.792
1364,How Many Numbers Are Smaller Than the Current Number,Easy,"Array, Hash Table",5,0.86
1365,Rank Teams by Votes,Medium,"Array, Sort",9,0.556
1366,Linked List in Binary Tree,Medium,"Linked List, Dynamic Programming, Tree",10,0.41
1367,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,Breadth-first Search,4,0.5760000000000001
1368,Get the Second Most Recent Activity,Hard,,1,0.691
1369,Increasing Decreasing String,Easy,"String, Sort",6,0.775
1370,Find the Longest Substring Containing Vowels in Even Counts,Medium,String,2,0.608
1371,Longest ZigZag Path in a Binary Tree,Medium,"Dynamic Programming, Tree",5,0.55
1372,Maximum Sum BST in Binary Tree,Hard,"Dynamic Programming, Binary Search Tree",3,0.371
1373,Generate a String With Characters That Have Odd Counts,Easy,String,2,0.769
1374,Bulb Switcher III,Medium,Array,6,0.643
1375,Time Needed to Inform All Employees,Medium,Depth-first Search,4,0.5670000000000001
1376,Frog Position After T Seconds,Hard,Depth-first Search,2,0.354
1377,Replace Employee ID With The Unique Identifier,Easy,,1,0.903
1378,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Medium,"Tree, Depth-first Search, Breadth-first Search, Recursion",8,0.847
1379,Lucky Numbers in a Matrix,Easy,Array,2,0.7040000000000001
1380,Design a Stack With Increment Operation,Medium,"Stack, Design",4,0.763
1381,Balance a Binary Search Tree,Medium,Binary Search Tree,2,0.76
1382,Maximum Performance of a Team,Hard,"Greedy, Sort",6,0.36
1383,Total Sales Amount by Year,Hard,,1,0.65
1384,Find the Distance Value Between Two Arrays,Easy,,1,0.664
1385,Cinema Seat Allocation,Medium,"Array, Greedy",4,0.36
1386,Sort Integers by The Power Value,Medium,"Sort, Graph",4,0.706
1387,Pizza With 3n Slices,Hard,Dynamic Programming,4,0.462
1388,Create Target Array in the Given Order,Easy,Array,2,0.8490000000000001
1389,Four Divisors,Medium,Math,2,0.39399999999999996
1390,Check if There is a Valid Path in a Grid,Medium,"Depth-first Search, Breadth-first Search",3,0.449
1391,Longest Happy Prefix,Hard,String,2,0.42
1392,Capital Gain/Loss,Medium,,1,0.91
1393,Find Lucky Integer in an Array,Easy,Array,2,0.631
1394,Count Number of Teams,Medium,Array,2,0.753
1395,Design Underground System,Medium,Design,4,0.7190000000000001
1396,Find All Good Strings,Hard,Dynamic Programming,4,0.387
1397,Customers Who Bought Products A and B but Not C,Medium,,1,0.8220000000000001
1398,Count Largest Group,Easy,Array,4,0.653
1399,Construct K Palindrome Strings,Medium,Greedy,4,0.629
1400,Circle and Rectangle Overlapping,Medium,Geometry,2,0.425
1401,Reducing Dishes,Hard,Dynamic Programming,1,0.721
1402,Minimum Subsequence in Non-Increasing Order,Easy,"Greedy, Sort",8,0.7190000000000001
1403,Number of Steps to Reduce a Number in Binary Representation to One,Medium,"String, Bit Manipulation",6,0.5
1404,Longest Happy String,Medium,"Dynamic Programming, Greedy",4,0.526
1405,Stone Game III,Hard,Dynamic Programming,5,0.578
1406,Top Travellers,Easy,,1,0.84
1407,String Matching in an Array,Easy,String,2,0.637
1408,Queries on a Permutation With Key,Medium,Array,2,0.818
1409,HTML Entity Parser,Medium,"String, Stack",7,0.542
1410,Number of Ways to Paint N × 3 Grid,Hard,Dynamic Programming,2,0.605
1411,Find the Quiet Students in All Exams,Hard,,1,0.639
1412,Minimum Value to Get Positive Step by Step Sum,Easy,Array,2,0.655
1413,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,"Array, Greedy",4,0.63
1414,The k-th Lexicographical String of All Happy Strings of Length n,Medium,Backtracking,2,0.6990000000000001
1415,Restore The Array,Hard,Dynamic Programming,2,0.368
1416,Reformat The String,Easy,String,2,0.5660000000000001
1417,Display Table of Food Orders in a Restaurant,Medium,Hash Table,4,0.6920000000000001
1418,Minimum Number of Frogs Croaking,Medium,String,2,0.47700000000000004
1419,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,Dynamic Programming,2,0.6409999999999999
1420,NPV Queries,Medium,,1,0.823
1421,Maximum Score After Splitting a String,Easy,String,2,0.575
1422,Maximum Points You Can Obtain from Cards,Medium,"Array, Dynamic Programming, Sliding Window",8,0.469
1423,Diagonal Traverse II,Medium,"Array, Sort",6,0.462
1424,Constrained Subsequence Sum,Hard,Dynamic Programming,4,0.45
1425,Counting Elements,Easy,Array,2,0.591
1426,Perform String Shifts,Easy,"Array, Math",6,0.535
1427,Leftmost Column with at Least a One,Medium,Array,4,0.494
1428,First Unique Number,Medium,"Hash Table, Design",7,0.499
1429,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium,Tree,2,0.452
1430,Kids With the Greatest Number of Candies,Easy,Array,2,0.882
1431,Max Difference You Can Get From Changing an Integer,Medium,String,4,0.428
1432,Check If a String Can Break Another String,Medium,"String, Greedy",4,0.6729999999999999
1433,Number of Ways to Wear Different Hats to Each Other,Hard,"Dynamic Programming, Bit Manipulation",6,0.396
1434,Create a Session Bar Chart,Easy,,1,0.778
1435,Destination City,Easy,String,2,0.773
1436,Check If All 1's Are at Least Length K Places Away,Easy,Array,2,0.62
1437,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,"Array, Sliding Window",7,0.444
1438,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,Heap,2,0.602
1439,Evaluate Boolean Expression,Medium,,1,0.7509999999999999
1440,Build an Array With Stack Operations,Easy,Stack,4,0.7040000000000001
1441,Count Triplets That Can Form Two Arrays of Equal XOR,Medium,,1,0.718
1442,Minimum Time to Collect All Apples in a Tree,Medium,"Tree, Depth-first Search",4,0.545
1443,Number of Ways of Cutting a Pizza,Hard,Dynamic Programming,4,0.539
1444,Apples & Oranges,Medium,,1,0.91
1445,Consecutive Characters,Easy,String,6,0.614
1446,Simplified Fractions,Medium,Math,2,0.622
1447,Count Good Nodes in Binary Tree,Medium,"Tree, Depth-first Search",2,0.713
1448,Form Largest Integer With Digits That Add up to Target,Hard,"String, Dynamic Programming",6,0.44299999999999995
1449,Number of Students Doing Homework at a Given Time,Easy,,1,0.7709999999999999
1450,Rearrange Words in a Sentence,Medium,"String, Sort",4,0.598
1451,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,"String, Sort",6,0.552
1452,Maximum Number of Darts Inside of a Circular Dartboard,Hard,Geometry,2,0.355
1453,Active Users,Medium,,1,0.38799999999999996
1454,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,String,2,0.655
1455,Maximum Number of Vowels in a Substring of Given Length,Medium,"String, Sliding Window",4,0.5489999999999999
1456,Pseudo-Palindromic Paths in a Binary Tree,Medium,"Bit Manipulation, Tree, Depth-first Search",6,0.701
1457,Max Dot Product of Two Subsequences,Hard,Dynamic Programming,2,0.434
1458,Rectangles Area,Medium,,1,0.655
1459,Make Two Arrays Equal by Reversing Sub-arrays,Easy,Array,4,0.722
1460,Check If a String Contains All Binary Codes of Size K,Medium,"String, Bit Manipulation",6,0.5429999999999999
1461,Course Schedule IV,Medium,Graph,2,0.447
1462,Cherry Pickup II,Hard,Dynamic Programming,3,0.688
1463,Maximum Product of Two Elements in an Array,Easy,Array,2,0.7709999999999999
1464,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium,Array,2,0.337
1465,Reorder Routes to Make All Paths Lead to the City Zero,Medium,"Tree, Depth-first Search",4,0.62
1466,Probability of a Two Boxes Having The Same Number of Distinct Balls,Hard,,1,0.61
1467,Calculate Salaries,Medium,,1,0.8220000000000001
1468,Find All The Lonely Nodes,Easy,"Tree, Depth-first Search",7,0.805
1469,Shuffle the Array,Easy,Array,2,0.882
1470,The k Strongest Values in an Array,Medium,"Array, Sort",6,0.585
1471,Design Browser History,Medium,Design,2,0.7190000000000001
1472,Paint House III,Hard,Dynamic Programming,2,0.485
1473,Delete N Nodes After M Nodes of a Linked List,Easy,Linked List,6,0.7390000000000001
1474,Final Prices With a Special Discount in a Shop,Easy,Array,2,0.75
1475,Subrectangle Queries,Medium,Array,2,0.88
1476,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,Dynamic Programming,4,0.349
1477,Allocate Mailboxes,Hard,"Math, Dynamic Programming",4,0.5379999999999999
1478,Sales by Day of the Week,Hard,,1,0.833
1479,Running Sum of 1d Array,Easy,Array,2,0.8859999999999999
1480,Least Number of Unique Integers after K Removals,Medium,"Array, Sort",4,0.5589999999999999
1481,Minimum Number of Days to Make m Bouquets,Medium,"Array, Binary Search",4,0.506
1482,Kth Ancestor of a Tree Node,Hard,Dynamic Programming,2,0.314
1483,Group Sold Products By The Date,Easy,,1,0.852
1484,Clone Binary Tree With Random Pointer,Medium,"Hash Table, Tree, Depth-first Search, Breadth-first Search",13,0.795
1485,XOR Operation in an Array,Easy,"Array, Bit Manipulation",4,0.84
1486,Making File Names Unique,Medium,"Hash Table, String",6,0.312
1487,Avoid Flood in The City,Medium,"Array, Hash Table",7,0.24600000000000002
1488,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Hard,"Depth-first Search, Union Find",4,0.515
1489,Clone N-ary Tree,Medium,"Hash Table, Tree, Depth-first Search, Breadth-first Search",8,0.8340000000000001
1490,Average Salary Excluding the Minimum and Maximum Salary,Easy,"Array, Sort",5,0.685
1491,The kth Factor of n,Medium,Math,2,0.631
1492,Longest Subarray of 1's After Deleting One Element,Medium,Array,2,0.5770000000000001
1493,Parallel Courses II,Hard,Graph,5,0.312
1494,Friendly Movies Streamed Last Month,Easy,,1,0.513
1495,Path Crossing,Easy,String,2,0.5529999999999999
1496,Check If Array Pairs Are Divisible by k,Medium,"Array, Math, Greedy",9,0.40299999999999997
1497,Number of Subsequences That Satisfy the Given Sum Condition,Medium,"Sort, Sliding Window",6,0.38799999999999996
1498,Max Value of Equation,Hard,"Array, Sliding Window",4,0.45
1499,Design a File Sharing System,Medium,"Array, Design",5,0.46399999999999997
1500,Countries You Can Safely Invest In,Medium,,1,0.605
1501,Can Make Arithmetic Progression From Sequence,Easy,"Array, Sort",5,0.7120000000000001
1502,Last Moment Before All Ants Fall Out of a Plank,Medium,"Array, Brainteaser",6,0.532
1503,Count Submatrices With All Ones,Medium,Dynamic Programming,2,0.607
1504,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,Greedy,4,0.364
1505,Find Root of N-Ary Tree,Medium,,1,0.8009999999999999
1506,Reformat Date,Easy,String,4,0.601
1507,Range Sum of Sorted Subarray Sums,Medium,"Array, Sort",4,0.604
1508,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,"Array, Sort",6,0.528
1509,Stone Game IV,Hard,Dynamic Programming,5,0.589
1510,Customer Order Frequency,Easy,,1,0.741
1511,Number of Good Pairs,Easy,"Array, Hash Table, Math",11,0.877
1512,Number of Substrings With Only 1s,Medium,"Math, String",4,0.42
1513,Path with Maximum Probability,Medium,Graph,2,0.409
1514,Best Position for a Service Centre,Hard,Geometry,1,0.38299999999999995
1515,Move Sub-Tree of N-Ary Tree,Hard,Tree,4,0.642
1516,Find Users With Valid E-Mails,Easy,,1,0.7120000000000001
1517,Water Bottles,Easy,Greedy,2,0.606
1518,Number of Nodes in the Sub-Tree With the Same Label,Medium,"Depth-first Search, Breadth-first Search",4,0.37200000000000005
1519,Maximum Number of Non-Overlapping Substrings,Hard,Greedy,2,0.365
1520,Find a Value of a Mysterious Function Closest to Target,Hard,"Binary Search, Bit Manipulation, Segment Tree",8,0.442
1521,Diameter of N-Ary Tree,Medium,,1,0.6940000000000001
1522,Count Odd Numbers in an Interval Range,Easy,Math,2,0.542
1523,Number of Sub-arrays With Odd Sum,Medium,"Array, Math",5,0.401
1524,Number of Good Ways to Split a String,Medium,"String, Bit Manipulation",4,0.6679999999999999
1525,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,Segment Tree,2,0.603
1526,Patients With a Condition,Easy,,1,0.631
1527,Shuffle String,Easy,Sort,4,0.857
1528,Bulb Switcher IV,Medium,String,2,0.708
1529,Number of Good Leaf Nodes Pairs,Medium,"Tree, Depth-first Search",3,0.565
1530,String Compression II,Hard,"String, Dynamic Programming",4,0.341
1531,The Most Recent Three Orders,Medium,,1,0.728
1532,Find the Index of the Large Integer,Medium,Binary Search,3,0.545
1533,Count Good Triplets,Easy,Array,2,0.8029999999999999
1534,Find the Winner of an Array Game,Medium,Array,2,0.47600000000000003
1535,Minimum Swaps to Arrange a Binary Grid,Medium,Greedy,2,0.43700000000000006
1536,Get the Maximum Score,Hard,Dynamic Programming,2,0.366
1537,Guess the Majority in a Hidden Array,Medium,,1,0.613
1538,Kth Missing Positive Number,Easy,"Array, Hash Table",4,0.5489999999999999
1539,Can Convert String in K Moves,Medium,"String, Greedy",6,0.312
1540,Minimum Insertions to Balance a Parentheses String,Medium,"String, Stack",6,0.431
1541,Find Longest Awesome Substring,Hard,"String, Bit Manipulation",4,0.36700000000000005
1542,Fix Product Name Format,Easy,,1,0.6709999999999999
1543,Make The String Great,Easy,"String, Stack",6,0.555
1544,Find Kth Bit in Nth Binary String,Medium,String,4,0.5760000000000001
1545,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Medium,Dynamic Programming,2,0.439
1546,Minimum Cost to Cut a Stick,Hard,Dynamic Programming,2,0.529
1547,The Most Similar Path in a Graph,Hard,"Dynamic Programming, Graph",4,0.545
1548,The Most Recent Orders for Each Product,Medium,,1,0.6709999999999999
1549,Three Consecutive Odds,Easy,Array,4,0.645
1550,Minimum Operations to Make Array Equal,Medium,Math,4,0.81
1551,Magnetic Force Between Two Balls,Medium,"Array, Binary Search",4,0.493
1552,Minimum Number of Days to Eat N Oranges,Hard,Dynamic Programming,2,0.299
1553,Strings Differ by One Character,Medium,,1,0.639
1554,Bank Account Summary,Medium,,1,0.53
1555,Thousand Separator,Easy,,1,0.5720000000000001
1556,Minimum Number of Vertices to Reach All Nodes,Medium,Graph,4,0.758
1557,Minimum Numbers of Function Calls to Make Target Array,Medium,Greedy,4,0.634
1558,Detect Cycles in 2D Grid,Hard,Depth-first Search,4,0.446
1559,Most Visited Sector in  a Circular Track,Easy,Array,2,0.568
1560,Maximum Number of Coins You Can Get,Medium,,1,0.773
1561,Find Latest Group of Size M,Medium,Binary Search,4,0.397
1562,Stone Game V,Hard,,6,0.4
1563,Put Boxes Into the Warehouse I,Medium,Greedy,3,0.6559999999999999
1564,Unique Orders and Customers Per Month,Easy,,1,0.831
1565,Detect Pattern of Length M Repeated K or More Times,Easy,Array,5,0.426
1566,Maximum Length of Subarray With Positive Product,Medium,Greedy,2,0.369
1567,Minimum Number of Days to Disconnect Island,Hard,Greedy,4,0.502
1568,Number of Ways to Reorder Array to Get Same BST,Hard,Dynamic Programming,4,0.5
1569,Dot Product of Two Sparse Vectors,Medium,"Array, Hash Table, Two Pointers",8,0.912
1570,Warehouse Manager,Easy,,1,0.9
1571,Matrix Diagonal Sum,Easy,Array,4,0.7759999999999999
1572,Number of Ways to Split a String,Medium,String,5,0.313
1573,Shortest Subarray to be Removed to Make Array Sorted,Medium,"Array, Binary Search",6,0.341
1574,Count All Possible Routes,Hard,Dynamic Programming,4,0.5710000000000001
1575,Replace All ?'s to Avoid Consecutive Repeating Characters,Easy,String,2,0.5
1576,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,Medium,,1,0.379
1577,Minimum Deletion Cost to Avoid Repeating Letters,Medium,Greedy,2,0.606
1578,Remove Max Number of Edges to Keep Graph Fully Traversable,Hard,Union Find,2,0.46299999999999997
1579,Put Boxes Into the Warehouse II,Medium,Greedy,5,0.616
1580,Customer Who Visited but Did Not Make Any Transactions,Easy,,1,0.897
1581,Special Positions in a Binary Matrix,Easy,Array,2,0.643
1582,Count Unhappy Friends,Medium,Array,4,0.551
1583,Min Cost to Connect All Points,Medium,Union Find,4,0.532
1584,Check If String Is Transformable With Substring Sort Operations,Hard,"String, Greedy",6,0.485
1585,Binary Search Tree Iterator II,Medium,"Tree, Design",5,0.67
1586,Bank Account Summary II,Easy,,1,0.899
1587,Sum of All Odd Length Subarrays,Easy,Array,2,0.816
1588,Maximum Sum Obtained of Any Permutation,Medium,Greedy,4,0.35
1589,Make Sum Divisible by P,Medium,"Array, Hash Table, Math, Binary Search",7,0.27
1590,Strange Printer II,Hard,Greedy,5,0.5529999999999999
1591,Rearrange Spaces Between Words,Easy,String,3,0.436
1592,Split a String Into the Max Number of Unique Substrings,Medium,Backtracking,2,0.498
1593,Maximum Non Negative Product in a Matrix,Medium,"Dynamic Programming, Greedy",4,0.324
1594,Minimum Cost to Connect Two Groups of Points,Hard,"Dynamic Programming, Graph",4,0.436
1595,The Most Frequently Ordered Products for Each Customer,Medium,,1,0.85
1596,Build Binary Expression Tree From Infix Expression,Hard,"String, Tree",6,0.59
1597,Crawler Log Folder,Easy,Stack,6,0.637
1598,Maximum Profit of Operating a Centennial Wheel,Medium,Greedy,4,0.43700000000000006
1599,Throne Inheritance,Medium,"Tree, Design",5,0.606
1600,Maximum Number of Achievable Transfer Requests,Hard,Dynamic Programming,2,0.478
1601,Find Nearest Right Node in Binary Tree,Medium,"Tree, Breadth-first Search",6,0.735
1602,Design Parking System,Easy,Design,4,0.862
1603,Alert Using Same Key-Card Three or More Times in a One Hour Period,Medium,"String, Ordered Map",4,0.429
1604,Find Valid Matrix Given Row and Column Sums,Medium,Greedy,3,0.772
1605,Find Servers That Handled Most Number of Requests,Hard,Ordered Map,2,0.374
1606,Sellers With No Sales,Easy,,1,0.555
1607,Special Array With X Elements Greater Than or Equal X,Easy,Array,2,0.612
1608,Even Odd Tree,Medium,Tree,2,0.524
1609,Maximum Number of Visible Points,Hard,"Two Pointers, Geometry",4,0.304
1610,Minimum One Bit Operations to Make Integers Zero,Hard,"Dynamic Programming, Bit Manipulation",4,0.5770000000000001
1611,Check If Two Expression Trees are Equivalent,Medium,"Hash Table, Tree",5,0.698
1612,Find the Missing IDs,Medium,,1,0.748
1613,Maximum Nesting Depth of the Parentheses,Easy,String,3,0.8270000000000001
1614,Maximal Network Rank,Medium,Graph,2,0.527
1615,Split Two Strings to Make Palindrome,Medium,"Two Pointers, String, Greedy",10,0.361
1616,Count Subtrees With Max Distance Between Cities,Hard,Backtracking,3,0.632
1617,Maximum Font to Fit a Sentence in a Screen,Medium,"String, Binary Search",6,0.5670000000000001
1618,Mean of Array After Removing Some Elements,Easy,Array,2,0.647
1619,Coordinate With Maximum Network Quality,Medium,Greedy,4,0.371
1620,Number of Sets of K Non-Overlapping Line Segments,Medium,Dynamic Programming,4,0.414
1621,Fancy Sequence,Hard,"Math, Design",4,0.15
1622,All Valid Triplets That Can Represent a Country,Easy,,1,0.89
1623,Largest Substring Between Two Equal Characters,Easy,,1,0.586
1624,Lexicographically Smallest String After Applying Operations,Medium,"Depth-first Search, Breadth-first Search",5,0.643
1625,Best Team With No Conflicts,Medium,Dynamic Programming,4,0.384
1626,Graph Connectivity With Threshold,Hard,"Math, Union Find",4,0.402
1627,Design an Expression Tree With Evaluate Function,Medium,"Tree, Design, OOP",4,0.794
1628,Slowest Key,Easy,Array,2,0.591
1629,Arithmetic Subarrays,Medium,Sort,6,0.777
1630,Path With Minimum Effort,Medium,"Binary Search, Depth-first Search, Union Find, Graph",8,0.5
1631,Rank Transform of a Matrix,Hard,"Greedy, Union Find",7,0.319
1632,Percentage of Users Attended a Contest,Easy,,1,0.713
1633,Add Two Polynomials Represented as Linked Lists,Medium,Linked List,4,0.542
1634,Hopper Company Queries I,Hard,,1,0.562
1635,Sort Array by Increasing Frequency,Easy,"Array, Sort",7,0.667
1636,Widest Vertical Area Between Two Points Containing No Points,Medium,Sort,4,0.836
1637,Count Substrings That Differ by One Character,Medium,"Hash Table, String, Trie, Rolling Hash",9,0.701
1638,Number of Ways to Form a Target String Given a Dictionary,Hard,Dynamic Programming,2,0.4
1639,Check Array Formation Through Concatenation,Easy,"Array, Hash Table, Sort",8,0.598
1640,Count Sorted Vowel Strings,Medium,"Math, Dynamic Programming, Backtracking",6,0.758
1641,Furthest Building You Can Reach,Medium,"Binary Search, Heap",4,0.5
1642,Kth Smallest Instructions,Hard,Dynamic Programming,2,0.44799999999999995
1643,Lowest Common Ancestor of a Binary Tree II,Medium,Tree,6,0.562
1644,Hopper Company Queries II,Hard,,1,0.391
1645,Get Maximum in Generated Array,Easy,,1,0.532
1646,Minimum Deletions to Make Character Frequencies Unique,Medium,"Greedy, Sort",4,0.551
1647,Sell Diminishing-Valued Colored Balls,Medium,"Math, Greedy, Sort",7,0.305
1648,Create Sorted Array through Instructions,Hard,"Binary Search, Binary Indexed Tree, Segment Tree, Ordered Map",10,0.365
1649,Lowest Common Ancestor of a Binary Tree III,Medium,Tree,6,0.767
1650,Hopper Company Queries III,Hard,,1,0.672
1651,Defuse the Bomb,Easy,,1,0.617
1652,Minimum Deletions to Make String Balanced,Medium,"String, Greedy",6,0.515
1653,Minimum Jumps to Reach Home,Medium,,1,0.253
1654,Distribute Repeating Integers,Hard,"Dynamic Programming, Backtracking",4,0.4
